"","mgi_symbol","hsapiens_homolog_associated_gene_name","Frequency","Associated_Ly6a_TFs"
"45855","Aadacl4fm1","AADACL4",5069,NA
"45856","Gm13121","",0,NA
"45857","Gm13126","",0,NA
"45858","Aadacl4fm2","",0,NA
"45859","Gm11628","",0,NA
"45860","Cct6b","CCT6B",6257,NA
"45861","Gm13127","",0,NA
"45862","Gm47320","",0,NA
"45863","4930516B21Rik","",0,NA
"45864","Aadacl4","AADACL4",0,NA
"45865","Gm4768","",0,NA
"45866","Exog","EXOG",5019,NA
"45867","Catsperg1","CATSPERG",6032,NA
"45868","Aadacl4fm4","AADACL4",0,NA
"45869","AAdacl4fm3","AADACL4",0,NA
"45870","Gm25938","",0,NA
"45871","Aadacl4fm5","AADACL4",5444,NA
"45872","Mthfd2","MTHFD2",7386,NA
"45873","Prdx2-ps2","",0,NA
"45874","Dhrs3","DHRS3",4777,NA
"45875","Gm43890","",0,NA
"45876","Mob1a","MOB1A",5983,NA
"45877","Scn5a","SCN5A",7057,NA
"45878","Mdk-ps1","",0,NA
"45879","Gm25337","RNU6-893P",0,NA
"45880","Gm11421","",0,NA
"45881","Gm11422","",0,NA
"45882","Gm11420","",0,NA
"45883","Zfp830","ZNF830",6264,NA
"45884","Scarb2","SCARB2",5494,NA
"45885","Gm11627","",0,NA
"45886","Cibar2","CIBAR2",4019,NA
"45887","Gm11423","",0,NA
"45888","Fzd2","FZD2",5052,NA
"45889","Gm38074","",0,NA
"45890","Gm10441","",0,NA
"45891","Bola3","BOLA3",5141,NA
"45892","Gm11636","",0,NA
"45893","Vps13d","VPS13D",5490,NA
"45894","Gm40304","",0,NA
"45895","Mir6415","",0,NA
"45896","A330074K22Rik","",0,NA
"45897","Il6","IL6",5435,NA
"45898","Ctc1","CTC1",5759,NA
"45899","Gse1","GSE1",9262,NA
"45900","Hoxa4","HOXA4",4964,NA
"45901","Cckar","CCKAR",4940,NA
"45902","Hoxa5","HOXA5",4482,NA
"45903","Hoxa6","HOXA6",4269,NA
"45904","Kansl3","KANSL3",5939,NA
"45905","Fam47e","FAM47E",8028,NA
"45906","Fam47e","FAM47E-STBD1",8028,NA
"45907","Hoxa7","HOXA7",5539,NA
"45908","Bmi1","COMMD3-BMI1",6247,NA
"45909","Bmi1","BMI1",6247,NA
"45910","Hoxa9","",5063,NA
"45911","Hoxa9","HOXA9",5063,NA
"45912","Stbd1","STBD1",6004,NA
"45913","Mir196b","MIR196B",0,NA
"45914","Hoxa10","HOXA10",5710,NA
"45915","Tyms","TYMS",5400,NA
"45916","Hoxa11","HOXA11",4817,NA
"45917","Scn10a","SCN10A",5281,NA
"45918","Hoxa11os","",0,NA
"45919","Gm4259","",0,NA
"45920","9530018H14Rik","",0,NA
"45921","Vmn1r171","",5238,NA
"45922","Hottip","",0,NA
"45923","Gm44294","",0,NA
"45924","Gm4961","",0,NA
"45925","Sftpb","SFTPB",4828,NA
"45926","3110082J24Rik","",3831,NA
"45927","Dnajc5","DNAJC5",5315,NA
"45928","Garem2","GAREM2",3764,NA
"45929","Gm17113","",0,NA
"45930","Vmn1r172","",5565,NA
"45931","Tbc1d19","TBC1D19",5871,NA
"45932","Gm26971","",0,NA
"45933","Slc6a21","",4776,NA
"45934","1700016A09Rik","",0,NA
"45935","Mir7687","",0,NA
"45936","Usp39","USP39",5091,NA
"45937","Gins2","GINS2",4488,NA
"45938","Gm10614","",0,NA
"45939","Gm45834","",0,NA
"45940","Gm26739","",0,NA
"45941","Gm45051","",0,NA
"45942","1190005I06Rik","C16orf74",6740,NA
"45943","0610030E20Rik","C2orf68",5165,NA
"45944","Kcnk6","KCNK6",4729,NA
"45945","Gm27021","C16orf74",4784,NA
"45946","Tmem150a","TMEM150A",5129,NA
"45947","Tnfrsf1b","TNFRSF1B",5690,NA
"45948","Gm26537","",0,NA
"45949","Btbd10","BTBD10",9926,NA
"45950","Emc8","EMC8",4877,NA
"45951","Mir6903","",0,NA
"45952","Gm37368","",0,NA
"45953","Gm10537","",0,NA
"45954","Mir6898","",0,NA
"45955","Gm28441","",0,NA
"45956","Gm43268","",0,NA
"45957","Gm43266","",0,NA
"45958","Hadha","HADHA",6087,NA
"45959","Optc","OPTC",4703,NA
"45960","Spag6","SPAG6",5390,NA
"45961","Tnfrsf8","TNFRSF8",4762,NA
"45962","Rnf181","",5776,NA
"45963","Vmn1r173","",0,NA
"45964","Gm13333","",0,NA
"45965","Carlr","",0,NA
"45966","Gm15994","",0,NA
"45967","Scn11a","SCN11A",5315,NA
"45968","Pth","PTH",5662,NA
"45969","Cox4i1","COX4I1",4791,NA
"45970","Frmd5","FRMD5",10967,NA
"45971","Plpp4","PLPP4",5575,NA
"45972","Gm15851","",0,NA
"45973","Gm13024","",0,NA
"45974","Gm13224","",0,NA
"45975","Fer1l5","FER1L5",0,NA
"45976","Platr16","",0,NA
"45977","Gm13230","",0,NA
"45978","Gm13223","",0,NA
"45979","Smarca5-ps","",0,NA
"45980","Ccdc158","CCDC158",5625,NA
"45981","Gm13229","",0,NA
"45982","Zfp990","ZNF34",6427,NA
"45983","Gm21978","",0,NA
"45984","Gm45614","",0,NA
"45985","Gm13228","",0,NA
"45986","Gm33027","",0,NA
"45987","Gm13226","",0,NA
"45988","Gm13222","",0,NA
"45989","Ccdc57","CCDC57",5159,NA
"45990","Vmn1r174","",0,NA
"45991","Zfp268","",5680,NA
"45992","Vamp5","VAMP5",6694,NA
"45993","Gm18780","",0,NA
"45994","Gm2449","",0,NA
"45995","Vmn1r-ps85","",0,NA
"45996","Gm17780","",0,NA
"45997","Gm13234","",0,NA
"45998","Gm44576","",0,NA
"45999","Gm13231","",0,NA
"46000","Gm13249","",0,NA
"46001","Vmn1r175","",0,NA
"46002","Zfp980","ZNF34",5236,NA
"46003","Gm33142","",0,NA
"46004","Vamp8","VAMP8",4654,NA
"46005","Ppp6r1","PPP6R1",6226,NA
"46006","Tcf12","TCF12",9316,NA
"46007","Gm18709","",0,NA
"46008","Irf8","IRF8",5368,NA
"46009","Gm13239","",0,NA
"46010","Gm13232","",0,NA
"46011","Ggcx","GGCX",4528,NA
"46012","Gm13244","",0,NA
"46013","Gm13236","",0,NA
"46014","Gm13243","",0,NA
"46015","Vmn2r-ps15","",0,NA
"46016","Znf41-ps","",0,NA
"46017","2810433D01Rik","",0,NA
"46018","Gm13238","",0,NA
"46019","Prelp","PRELP",4348,NA
"46020","Gm13246","",0,NA
"46021","Zfp986","ZNF34",0,NA
"46022","Gm11773","",0,NA
"46023","Psmb5-ps","",0,NA
"46024","Meioc","MEIOC",6206,NA
"46025","Gm13036","",0,NA
"46026","Gm1627","",0,NA
"46027","Gm13034","",0,NA
"46028","Gm13035","",0,NA
"46029","Gm18970","",0,NA
"46030","Zfp987","ZNF34",5970,NA
"46031","Fmod","FMOD",4603,NA
"46032","Stim2","STIM2",5432,NA
"46033","Zfp600","",6578,NA
"46034","Btg2","BTG2",4953,NA
"46035","Slc16a3","SLC16A3",5391,NA
"46036","Mat2a","MAT2A",4605,NA
"46037","Gm38140","",0,NA
"46038","Ilkap","ILKAP",4957,NA
"46039","Gm6855","",0,NA
"46040","Gm13165","",0,NA
"46041","Gm44878","",0,NA
"46042","Gm13170","",0,NA
"46043","Gm13167","",0,NA
"46044","Gm13169","",0,NA
"46045","Vmn1r176","",0,NA
"46046","Gm13166","",0,NA
"46047","Gm13168","",0,NA
"46048","Vmn1r177","",0,NA
"46049","Vmn2r-ps17","",0,NA
"46050","Gm18206","",0,NA
"46051","Zfp992","ZNF34",6163,NA
"46052","Vmn1r178","",0,NA
"46053","Gm13241","",0,NA
"46054","Gm26878","",0,NA
"46055","Gm13245","",0,NA
"46056","Gm28324","",0,NA
"46057","Zfp981","ZNF34",7653,NA
"46058","Fendrr","",0,NA
"46059","Particl","",0,NA
"46060","Aurkb","AURKB",4900,NA
"46061","Vmn1r179","",0,NA
"46062","Halr1","",0,NA
"46063","Gm10175","",0,NA
"46064","Foxf1","FOXF1",4431,NA
"46065","Rps8-ps3","",0,NA
"46066","Rps19-ps14","",0,NA
"46067","Vmn1r180","",4879,NA
"46068","Hoxa1","HOXA1",4594,NA
"46069","Gm5324","",0,NA
"46070","1700095A21Rik","",0,NA
"46071","Hspbp1","HSPBP1",5191,NA
"46072","Gm13237","",0,NA
"46073","Gm13233","",0,NA
"46074","Mthfsd","MTHFSD",4417,NA
"46075","Gm13240","",0,NA
"46076","Gm15820","",0,NA
"46077","Hotairm1","",0,NA
"46078","Vmn2r-ps16","",0,NA
"46079","Zfp993","ZNF34",0,NA
"46080","Gm10440","",0,NA
"46081","Gm18451","",0,NA
"46082","Gm8069","",0,NA
"46083","Gm43781","",0,NA
"46084","Hoxa2","HOXA2",7451,NA
"46085","Gm24235","",0,NA
"46086","Gm43779","",0,NA
"46087","Gm25513","RNU1-76P",0,NA
"46088","Gm21411","ZNF34",0,NA
"46089","Gm43780","",0,NA
"46090","Gm43396","",0,NA
"46091","Gm43199","",0,NA
"46092","Gm28308","",0,NA
"46093","Tent2-ps1","",0,NA
"46094","Gm20760","",0,NA
"46095","Gm43778","",0,NA
"46096","Gm13140","",0,NA
"46097","Hoxaas2","",0,NA
"46098","Gm20223","",0,NA
"46099","Gm13149","",0,NA
"46100","Gm43705","",0,NA
"46101","Zfp989","ZNF34",0,NA
"46102","Gm43315","",0,NA
"46103","Hoxa3","HOXA3",7919,NA
"46104","Gm42977","",0,NA
"46105","9330160F10Rik","",0,NA
"46106","Gm23896","",0,NA
"46107","Gm24902","",0,NA
"46108","Gm23015","",0,NA
"46109","Rex2","ZNF34",5441,NA
"46110","Borcs6","BORCS6",4733,NA
"46111","Gm3283","",0,NA
"46112","Gm8115","",0,NA
"46113","Gm18901","",0,NA
"46114","Gm43706","",0,NA
"46115","Ccdc43","CCDC43",5254,NA
"46116","Vmn1r181","",5439,NA
"46117","Gm6615","",0,NA
"46118","4932441J04Rik","",0,NA
"46119","Gm15050","",0,NA
"46120","Gm13153","",0,NA
"46121","4933438K21Rik","",0,NA
"46122","Hoxaas3","",0,NA
"46123","Gm13160","",0,NA
"46124","Gm8121","",0,NA
"46125","Gm13142","",0,NA
"46126","Gm13162","",0,NA
"46127","Gm43002","",0,NA
"46128","Gm42634","",0,NA
"46129","Vmn2r-ps18","",0,NA
"46130","Zfp991","ZNF34",0,NA
"46131","V1rd19","",5479,NA
"46132","5730596B20Rik","",0,NA
"46133","Pcdh7","PCDH7",6196,NA
"46134","Gm29430","",0,NA
"46135","Hoxa13","HOXA13",4942,NA
"46136","Gm8618","",0,NA
"46137","Wdr11","WDR11",6229,NA
"46138","Gm13146","",0,NA
"46139","1700020N18Rik","",0,NA
"46140","Gm13163","",0,NA
"46141","Gm13147","",0,NA
"46142","Evx1os","",0,NA
"46143","Hes6","HES6",4365,NA
"46144","Gm13158","",0,NA
"46145","Gm13135","",0,NA
"46146","Nos1","NOS1",7885,NA
"46147","Gm13144","",0,NA
"46148","Evx1","EVX1",4869,NA
"46149","Zfp988","ZNF34",0,NA
"46150","Gm11637","",0,NA
"46151","Gm16342","",0,NA
"46152","Gm8129","",0,NA
"46153","Gm15054","",0,NA
"46154","Zfp978","ZNF34",0,NA
"46155","Tmem107","TMEM107",5363,NA
"46156","4930404I20Rik","",0,NA
"46157","Gm14021","",0,NA
"46158","4930443G03Rik","",0,NA
"46159","Gm14020","",0,NA
"46160","Gm14019","",0,NA
"46161","Gm8178","",0,NA
"46162","Pik3c2g","PIK3C2G",10760,NA
"46163","Ola1","OLA1",5335,NA
"46164","Gm13161","",0,NA
"46165","Vmn2r-ps19","",0,NA
"46166","Chit1","CHIT1",7534,NA
"46167","Zfp982","",7244,NA
"46168","Gm15951","",0,NA
"46169","Vmn2r-ps20","",0,NA
"46170","Gm13141","",0,NA
"46171","Zfp985","ZNF34",5370,NA
"46172","Snord118","SNORD118",0,NA
"46173","Gm12306","",0,NA
"46174","Vamp2","",4807,NA
"46175","Vamp2","VAMP2",4807,NA
"46176","Zfp979","ZNF34",5896,NA
"46177","Foxc2","FOXC2",4637,NA
"46178","Lman2l","LMAN2L",5498,NA
"46179","Foxl1","FOXL1",4700,NA
"46180","Gm39094","",0,NA
"46181","Gm37609","",0,NA
"46182","5033426O07Rik","",0,NA
"46183","Gm33248","",0,NA
"46184","Macf1","MACF1",19083,NA
"46185","Gm26815","",0,NA
"46186","Gm26747","",0,NA
"46187","Yif1b","YIF1B",4815,NA
"46188","Gm26784","",0,NA
"46189","P4ha2","P4HA2",6181,NA
"46190","1700018B08Rik","",4931,NA
"46191","1700018B08Rik","C16orf95",4931,NA
"46192","Gm27045","",0,NA
"46193","1700030M09Rik","",0,NA
"46194","Fbxo31","FBXO31",4951,NA
"46195","Cnbd2","CNBD2",5130,NA
"46196","Cnnm4","CNNM4",4604,NA
"46197","Gm37269","",0,NA
"46198","Gm43940","",0,NA
"46199","Vmn1r-ps5","",0,NA
"46200","Vmn1r-ps6","",0,NA
"46201","Vmn1r261","",0,NA
"46202","Gm42642","",0,NA
"46203","Gm37909","",0,NA
"46204","Gm42959","",0,NA
"46205","Gm2651","",0,NA
"46206","Per2","PER2",4545,NA
"46207","Gm42960","",0,NA
"46208","Gm42961","",0,NA
"46209","Vmn1r183","",5403,NA
"46210","Gm8579","",0,NA
"46211","Gm44778","",0,NA
"46212","Gm18222","",0,NA
"46213","Gm17786","",0,NA
"46214","Gm43196","",0,NA
"46215","Gm36694","",0,NA
"46216","Gm20559","",0,NA
"46217","Map1lc3b","",4940,NA
"46218","Gm4265","",0,NA
"46219","Gm42635","",0,NA
"46220","Ptma-ps1","",0,NA
"46221","Gm42481","",0,NA
"46222","Gm23847","",0,NA
"46223","Gm42480","",0,NA
"46224","Gm44943","",0,NA
"46225","Gm42482","",0,NA
"46226","Gm17977","",0,NA
"46227","Gm43198","",0,NA
"46228","Gm43197","",0,NA
"46229","Gm43715","",0,NA
"46230","Man2a2","MAN2A2",4305,NA
"46231","Gm42479","",0,NA
"46232","Samd9l","SAMD9L",8275,NA
"46233","Gm42478","",0,NA
"46234","Gm42639","",0,NA
"46235","Gm37028","",0,NA
"46236","Gm42640","",0,NA
"46237","Gm42484","",0,NA
"46238","Gm26995","",0,NA
"46239","Hepacam2","HEPACAM2",7635,NA
"46240","Gm37720","",0,NA
"46241","Gm14251","",0,NA
"46242","Gm42483","",0,NA
"46243","Gm42486","",0,NA
"46244","Gm13665","",0,NA
"46245","Gm42976","",0,NA
"46246","Gm13666","",0,NA
"46247","Gm43045","",0,NA
"46248","Gm14252","",0,NA
"46249","Gm42999","",0,NA
"46250","Gm13664","",0,NA
"46251","Gm14253","",0,NA
"46252","Zcchc14","ZCCHC14",4206,NA
"46253","Gm22536","",0,NA
"46254","Gm14170","",0,NA
"46255","4930459L07Rik","",0,NA
"46256","1700029E06Rik","",0,NA
"46257","Gm43394","",0,NA
"46258","Pip4k2a","PIP4K2A",5340,NA
"46259","Gm6632","",0,NA
"46260","Gm43395","",0,NA
"46261","Gm22308","",0,NA
"46262","Gm43044","",0,NA
"46263","Gm43042","",0,NA
"46264","Gm43043","",0,NA
"46265","Gm43041","",0,NA
"46266","4933402J10Rik","",0,NA
"46267","Gm42862","",0,NA
"46268","Gm43392","",0,NA
"46269","Ndufs1","NDUFS1",5719,NA
"46270","Vps50","VPS50",6013,NA
"46271","Gm43393","",0,NA
"46272","Gm42861","",0,NA
"46273","Hadhb","HADHB",6124,NA
"46274","Rpl21-ps9","",0,NA
"46275","Gm27030","",0,NA
"46276","Sp9","SP9",5045,NA
"46277","Gm45833","",0,NA
"46278","Jph3","JPH3",4952,NA
"46279","Norad","",0,NA
"46280","4930426L09Rik","",0,NA
"46281","Gm14173","",0,NA
"46282","Gm13332","",0,NA
"46283","Cir1","CIR1",5413,NA
"46284","Gm12221","",0,NA
"46285","Klhdc4","KLHDC4",3446,NA
"46286","4933405E24Rik","",0,NA
"46287","Gm12222","",0,NA
"46288","Csf2","CSF2",4928,NA
"46289","Gm12223","",0,NA
"46290","Csnk1d","CSNK1D",4923,NA
"46291","2200002D01Rik","",4775,NA
"46292","2200002D01Rik","C19orf33",4775,NA
"46293","Zfp180","ZNF180",4678,NA
"46294","Gm38057","",0,NA
"46295","Gm20406","",0,NA
"46296","Gm38111","",0,NA
"46297","Sptan1","SPTAN1",5182,NA
"46298","Gm18821","",0,NA
"46299","Gm24283","",0,NA
"46300","Gm42047","",0,NA
"46301","Gm37879","",0,NA
"46302","Gm27152","",0,NA
"46303","Gm26812","",0,NA
"46304","Gm37663","",0,NA
"46305","Gm37023","",0,NA
"46306","A430027C01Rik","",0,NA
"46307","9530085P06Rik","",0,NA
"46308","Gm37137","",0,NA
"46309","Rpl15-ps2","",0,NA
"46310","Slc7a5","SLC7A5",4549,NA
"46311","Gm25045","RNU6-781P",0,NA
"46312","Gm7863","",0,NA
"46313","Uba52-ps","",0,NA
"46314","Gm27159","",0,NA
"46315","Zfp112","ZNF112",5225,NA
"46316","Zfp112","",5225,NA
"46317","Gm27188","",0,NA
"46318","Cbfa2t2-ps1","",0,NA
"46319","Gm7870","",0,NA
"46320","Gm23331","RNU6-448P",0,NA
"46321","Gm43390","",0,NA
"46322","Gm25163","RNU6-1086P",0,NA
"46323","Gm3372","",0,NA
"46324","Gm27253","",0,NA
"46325","Gm23708","",0,NA
"46326","Mir1960","",0,NA
"46327","Gm42860","",0,NA
"46328","Gm8182","",0,NA
"46329","1700014F14Rik","",0,NA
"46330","Wdr48","WDR48",4965,NA
"46331","Gm43382","",0,NA
"46332","Gm43383","",0,NA
"46333","Gm44793","",0,NA
"46334","Gm43384","",0,NA
"46335","G6pd2","G6PD",6488,NA
"46336","Gm42430","",0,NA
"46337","Trpm4","TRPM4",4752,NA
"46338","Gm22273","",0,NA
"46339","BC048644","",0,NA
"46340","Gm43238","",0,NA
"46341","Gm24079","",0,NA
"46342","Adgrf3","ADGRF3",4985,NA
"46343","Car5a","CA5A",5043,NA
"46344","Gm37497","",0,NA
"46345","Gm27011","",0,NA
"46346","Shroom3","SHROOM3",15207,NA
"46347","Banp","BANP",5378,NA
"46348","Il3","IL3",5587,NA
"46349","Gm28192","",0,NA
"46350","Gm11774","",0,NA
"46351","Gm11775","",0,NA
"46352","Gm22152","",0,NA
"46353","Adam11","ADAM11",4037,NA
"46354","Gm28381","",0,NA
"46355","Gm28382","",0,NA
"46356","Gm19085","",0,NA
"46357","Traf3ip1","TRAF3IP1",5479,NA
"46358","Gm43294","",0,NA
"46359","Calcr","CALCR",5364,NA
"46360","Zfp235","ZNF233",5661,NA
"46361","Cnnm3","CNNM3",4647,NA
"46362","Gm20500","",0,NA
"46363","Rpl14-ps1","",0,NA
"46364","Mir1961","",0,NA
"46365","Gm6450","",0,NA
"46366","Spint2","SPINT2",5405,NA
"46367","Gm25521","",0,NA
"46368","Sowahb","SOWAHB",4988,NA
"46369","Gm22915","",0,NA
"46370","Gm43172","",0,NA
"46371","Gm43173","",0,NA
"46372","Fbxo21","FBXO21",4588,NA
"46373","Cd7","CD7",5007,NA
"46374","Cx3cr1","CX3CR1",5600,NA
"46375","Gjc1","GJC1",7707,NA
"46376","Gorasp1","GORASP1",4023,NA
"46377","Zfp114","ZNF233",6018,NA
"46378","Gm22683","",0,NA
"46379","Sectm1b","SECTM1",6330,NA
"46380","Mir653","",0,NA
"46381","Mir489","MIR489",0,NA
"46382","Gm44221","",0,NA
"46383","Hrc","HRC",4788,NA
"46384","Tfpi2","TFPI2",9408,NA
"46385","Ttc21a","TTC21A",4032,NA
"46386","Eef1b2","EEF1B2",5894,NA
"46387","Gm42545","",0,NA
"46388","Ppp1r14a","PPP1R14A",5242,NA
"46389","Selenoi","SELENOI",4886,NA
"46390","Gngt1","GNGT1",6411,NA
"46391","Far1","FAR1",5686,NA
"46392","Gng11","GNG11",6129,NA
"46393","Higd1b","HIGD1B",4502,NA
"46394","4930528H21Rik","",0,NA
"46395","Bet1","",5768,NA
"46396","Sectm1a","SECTM1",4687,NA
"46397","Arap2","ARAP2",5022,NA
"46398","Gm44055","",0,NA
"46399","Gm44057","",0,NA
"46400","Gm8602","",0,NA
"46401","Gm44379","",0,NA
"46402","Gm44380","",0,NA
"46403","Gm2522","",0,NA
"46404","Gm37883","",0,NA
"46405","Gm43921","",0,NA
"46406","Gm18289","",0,NA
"46407","Gm26696","",0,NA
"46408","Gm26457","SNORD51",0,NA
"46409","Gm38033","",0,NA
"46410","Casd1","CASD1",6001,NA
"46411","Snora41","SNORA41",0,NA
"46412","Chil1","CHI3L1",5262,NA
"46413","Gm11792","",0,NA
"46414","Gm11791","",0,NA
"46415","Gm11793","",0,NA
"46416","Tex19.2","TEX19",4524,NA
"46417","Tex19.1","TEX19",5158,NA
"46418","Gm16288","",0,NA
"46419","Gm17709","",0,NA
"46420","Gm43237","",0,NA
"46421","Mir7237","",0,NA
"46422","Gm43753","",0,NA
"46423","Zfp469","ZNF469",3359,NA
"46424","Dthd1","DTHD1",5973,NA
"46425","Zfpm1","ZFPM1",3674,NA
"46426","Uts2r","",5278,NA
"46427","Csrnp1","CSRNP1",6245,NA
"46428","Gm11790","",0,NA
"46429","Ogfod3","OGFOD3",5227,NA
"46430","Tesc","TESC",4494,NA
"46431","1700019L13Rik","",0,NA
"46432","Gm45353","",0,NA
"46433","Trhr2","",4266,NA
"46434","Gm47043","",0,NA
"46435","Gm49427","",0,NA
"46436","Xirp1","XIRP1",4450,NA
"46437","Gm9954","",0,NA
"46438","Hexdc","HEXD",5662,NA
"46439","Gm20681","",0,NA
"46440","Drc1","DRC1",4880,NA
"46441","Zc3h18","ZC3H18",5486,NA
"46442","Gm33858","",0,NA
"46443","Ccr8","CCR8",5499,NA
"46444","Gm44432","",0,NA
"46445","Gm47050","",0,NA
"46446","Sgce","SGCE",5311,NA
"46447","Slc25a38","SLC25A38",5520,NA
"46448","Zfp111","",7311,NA
"46449","Gm43755","",0,NA
"46450","Gm44796","",0,NA
"46451","Gpr1","CMKLR2",6224,NA
"46452","Far1os","",0,NA
"46453","Nwd2","NWD2",6161,NA
"46454","Zfp109","ZNF233",5390,NA
"46455","Gm33828","",0,NA
"46456","Platr12","",0,NA
"46457","Gm5600","",0,NA
"46458","1700039I01Rik","",0,NA
"46459","Gm11608","",0,NA
"46460","Gm29507","",0,NA
"46461","Gm3687","",0,NA
"46462","Fbxw8","FBXW8",5512,NA
"46463","Brsk1","BRSK1",5368,NA
"46464","Rpsa","RPSAP58",4717,NA
"46465","Rpsa","RPSA",4717,NA
"46466","Asb1","ASB1",5022,NA
"46467","Gm9754","",0,NA
"46468","Gm26411","",0,NA
"46469","0610040J01Rik","C4orf19",8952,NA
"46470","Gm24044","SNORA6",0,NA
"46471","Gm26448","",0,NA
"46472","Snora62","SNORA62",0,NA
"46473","Gm5922","",0,NA
"46474","Per1","PER1",4995,NA
"46475","Zfp280d","ZNF280D",12342,NA
"46476","Zfp280d","",12342,NA
"46477","Hrk","HRK",5464,NA
"46478","Gm28380","",0,NA
"46479","Mybph","MYBPH",4235,NA
"46480","Rell1","RELL1",6030,NA
"46481","Gm15819","",0,NA
"46482","Gm43840","",0,NA
"46483","Gm25608","",0,NA
"46484","Gm29100","",0,NA
"46485","5830416I19Rik","",0,NA
"46486","Twist2","TWIST2",4505,NA
"46487","Pgm2","PGM2",5471,NA
"46488","Adcy10","ADCY10",5512,NA
"46489","Gm22559","",0,NA
"46490","Rnft2","RNFT2",4695,NA
"46491","Zfp108","ZNF233",5936,NA
"46492","Il17c","IL17C",5159,NA
"46493","Spon1","SPON1",5063,NA
"46494","Cyba","CYBA",4992,NA
"46495","Peg10","PEG10",5305,NA
"46496","Gm44121","",0,NA
"46497","Gm20714","",0,NA
"46498","Gm26828","",0,NA
"46499","Gmfg-ps","",0,NA
"46500","Ppp1r9a","PPP1R9A",6429,NA
"46501","Zfp93","ZNF233",5327,NA
"46502","Mvd","MVD",4962,NA
"46503","Gm18126","",0,NA
"46504","Tmem150b","TMEM150B",5191,NA
"46505","Septin11","SEPTIN11",5080,NA
"46506","Gm20735","",0,NA
"46507","Gm50477","",0,NA
"46508","Gm24537","",0,NA
"46509","Snai3","SNAI3",4202,NA
"46510","Rras2","RRAS2",4603,NA
"46511","Rnf166","RNF166",3832,NA
"46512","Fes","FES",4625,NA
"46513","Ctu2","CTU2",3845,NA
"46514","Gm26814","",0,NA
"46515","Gm26736","",0,NA
"46516","Gm26556","",0,NA
"46517","Pon1","PON1",5784,NA
"46518","9130213A22Rik","",0,NA
"46519","Spring1","SPRING1",4653,NA
"46520","Hes7","HES7",0,NA
"46521","Gm43682","",0,NA
"46522","Aloxe3","ALOXE3",3943,NA
"46523","Gm25076","",0,NA
"46524","Gm28563","",0,NA
"46525","Btf3-ps11","",0,NA
"46526","Ccni","CCNI",6162,NA
"46527","Gm44250","",0,NA
"46528","Pon3","PON3",0,NA
"46529","Mobp","MOBP",6125,NA
"46530","Piezo1","PIEZO1",4772,NA
"46531","Gm45615","",0,NA
"46532","Gm45454","",0,NA
"46533","Zfp61","ZNF226",4663,NA
"46534","Gm43681","",0,NA
"46535","Gm2986","",0,NA
"46536","2010109A12Rik","",5466,NA
"46537","Pon2","PON2",5534,NA
"46538","Alox12b","ALOX12B",4971,NA
"46539","Ccng2","CCNG2",5867,NA
"46540","Copb1","COPB1",5756,NA
"46541","Gm44424","",0,NA
"46542","Asb4","ASB4",6365,NA
"46543","Gm38642","",0,NA
"46544","Gm19353","",0,NA
"46545","Gm37111","",0,NA
"46546","Gm17828","",0,NA
"46547","Pdk4","PDK4",5404,NA
"46548","Gm37983","",0,NA
"46549","Gm47059","",0,NA
"46550","Zdbf2","ZDBF2",5557,NA
"46551","Gm37303","",0,NA
"46552","Gm37581","",0,NA
"46553","Kat2b-ps","",0,NA
"46554","BC065403","",0,NA
"46555","Gm18118","",0,NA
"46556","Gm37150","",0,NA
"46557","Gm43224","",0,NA
"46558","Gm27230","",0,NA
"46559","Pramel33","PRAMEF19",0,NA
"46560","Pramel33","PRAMEF8",0,NA
"46561","Pramel33","PRAMEF11",0,NA
"46562","Pramel33","PRAMEF18",0,NA
"46563","Pramel33","PRAMEF4",0,NA
"46564","Pramel33","PRAMEF7",0,NA
"46565","Pramel33","PRAMEF15",0,NA
"46566","Pramel33","PRAMEF20",0,NA
"46567","Pramel33","PRAMEF2",0,NA
"46568","Pramel33","PRAMEF26",0,NA
"46569","Pramel33","PRAMEF17",0,NA
"46570","Pramel33","PRAMEF13",0,NA
"46571","Pramel33","PRAMEF1",0,NA
"46572","Pramel33","PRAMEF27",0,NA
"46573","Pramel33","PRAMEF6",0,NA
"46574","Pramel33","PRAMEF9",0,NA
"46575","Pramel33","PRAMEF10",0,NA
"46576","Pramel33","PRAMEF33",0,NA
"46577","Pramel33","PRAMEF14",0,NA
"46578","Pramel33","PRAMEF25",0,NA
"46579","Pramel33","PRAMEF5",0,NA
"46580","Pramel33","PRAMEF12",0,NA
"46581","Cybc1","CYBC1",5053,NA
"46582","Gm27255","",0,NA
"46583","Gm27254","",0,NA
"46584","Dync1i1","DYNC1I1",5356,NA
"46585","Myrip","MYRIP",5689,NA
"46586","Pramel34","PRAMEF19",6231,NA
"46587","Pramel34","PRAMEF8",6231,NA
"46588","Pramel34","PRAMEF11",6231,NA
"46589","Pramel34","PRAMEF18",6231,NA
"46590","Pramel34","PRAMEF4",6231,NA
"46591","Pramel34","PRAMEF7",6231,NA
"46592","Pramel34","PRAMEF15",6231,NA
"46593","Pramel34","PRAMEF20",6231,NA
"46594","Pramel34","PRAMEF2",6231,NA
"46595","Pramel34","PRAMEF26",6231,NA
"46596","Pramel34","PRAMEF17",6231,NA
"46597","Pramel34","PRAMEF13",6231,NA
"46598","Pramel34","PRAMEF1",6231,NA
