"","mgi_symbol","hsapiens_homolog_associated_gene_name","Frequency","% of Ly6a TFs that bind Mouse gene’s PPR","HumanCarotid_scRNA-seq_cluster"
"47060","Sult5a1","",4955,6.99236555042829,NA
"47061","Sult5a1","SULT1A2",4955,6.99236555042829,NA
"47062","Sult5a1","SULT1A1",4955,6.99236555042829,NA
"47063","Sult5a1","SULT1A3",4955,6.99236555042829,NA
"47064","Sult5a1","SULT1A4",4955,6.99236555042829,NA
"47065","Sema4c","SEMA4C",4109,5.79851262294851,NA
"47066","Lin7b","LIN7B",4975,7.02058902389117,NA
"47069","Cox6b2","COX6B2",4554,6.42648490749757,NA
"47070","Dpep1","DPEP1",5089,7.18146282262958,NA
"47071","Nxph1","NXPH1",5810,8.19891904096637,NA
"47104","Tia1","TIA1",5270,7.43688525746864,NA
"47129","Chmp1a","CHMP1A",4946,6.97966498737,NA
"47132","Fam71e2","",5703,8.04792345793997,NA
"47133","Fam71e2","FAM71E2",5703,8.04792345793997,NA
"47158","Il11","IL11",5681,8.0168776371308,NA
"47160","Spata33","",5020,7.08409183918265,NA
"47161","Gm6367","PRAMEF19",5925,8.36120401337793,NA
"47162","Gm6367","PRAMEF8",5925,8.36120401337793,NA
"47163","Gm6367","PRAMEF11",5925,8.36120401337793,NA
"47164","Gm6367","PRAMEF18",5925,8.36120401337793,NA
"47165","Gm6367","PRAMEF4",5925,8.36120401337793,NA
"47166","Gm6367","PRAMEF7",5925,8.36120401337793,NA
"47167","Gm6367","PRAMEF15",5925,8.36120401337793,NA
"47168","Gm6367","PRAMEF20",5925,8.36120401337793,NA
"47169","Gm6367","PRAMEF2",5925,8.36120401337793,NA
"47170","Gm6367","PRAMEF26",5925,8.36120401337793,NA
"47171","Gm6367","PRAMEF17",5925,8.36120401337793,NA
"47172","Gm6367","PRAMEF13",5925,8.36120401337793,NA
"47173","Gm6367","PRAMEF1",5925,8.36120401337793,NA
"47174","Gm6367","PRAMEF27",5925,8.36120401337793,NA
"47175","Gm6367","PRAMEF6",5925,8.36120401337793,NA
"47176","Gm6367","PRAMEF9",5925,8.36120401337793,NA
"47177","Gm6367","PRAMEF10",5925,8.36120401337793,NA
"47178","Gm6367","PRAMEF33",5925,8.36120401337793,NA
"47179","Gm6367","PRAMEF14",5925,8.36120401337793,NA
"47180","Gm6367","PRAMEF25",5925,8.36120401337793,NA
"47181","Gm6367","PRAMEF5",5925,8.36120401337793,NA
"47182","Gm6367","PRAMEF12",5925,8.36120401337793,NA
"47185","Fam166c","FAM166C",4448,6.27690049814431,NA
"47189","Tmem190","TMEM190",4721,6.66215091091261,NA
"47191","Cdk10","CDK10",5149,7.26613324301822,NA
"47196","Ndufs5","NDUFS5",5349,7.54836797764701,NA
"47198","Smg9","SMG9",4935,6.96414207696541,NA
"47200","Nedd4","NEDD4",6743,9.51554407800968,NA
"47225","Akirin1","AKIRIN1",5494,7.75298816025288,NA
"47232","Gm16513","PRAMEF19",7636,10.7757221681272,NA
"47233","Gm16513","PRAMEF8",7636,10.7757221681272,NA
"47234","Gm16513","PRAMEF11",7636,10.7757221681272,NA
"47235","Gm16513","PRAMEF18",7636,10.7757221681272,NA
"47236","Gm16513","PRAMEF4",7636,10.7757221681272,NA
"47237","Gm16513","PRAMEF7",7636,10.7757221681272,NA
"47238","Gm16513","PRAMEF15",7636,10.7757221681272,NA
"47239","Gm16513","PRAMEF20",7636,10.7757221681272,NA
"47240","Gm16513","PRAMEF2",7636,10.7757221681272,NA
"47241","Gm16513","PRAMEF26",7636,10.7757221681272,NA
"47242","Gm16513","PRAMEF17",7636,10.7757221681272,NA
"47243","Gm16513","PRAMEF13",7636,10.7757221681272,NA
"47244","Gm16513","PRAMEF1",7636,10.7757221681272,NA
"47245","Gm16513","PRAMEF27",7636,10.7757221681272,NA
"47246","Gm16513","PRAMEF6",7636,10.7757221681272,NA
"47247","Gm16513","PRAMEF9",7636,10.7757221681272,NA
"47248","Gm16513","PRAMEF10",7636,10.7757221681272,NA
"47249","Gm16513","PRAMEF33",7636,10.7757221681272,NA
"47250","Gm16513","PRAMEF14",7636,10.7757221681272,NA
"47251","Gm16513","PRAMEF25",7636,10.7757221681272,NA
"47252","Gm16513","PRAMEF5",7636,10.7757221681272,NA
"47253","Gm16513","PRAMEF12",7636,10.7757221681272,NA
"47256","Rhbdl2","RHBDL2",8286,11.6929850556708,NA
"47258","Cib4","CIB4",4921,6.9443856455414,NA
"47259","Rsph14","RSPH14",5191,7.32540253729026,NA
"47261","Ccdc103","CCDC103",4447,6.27548932447116,NA
"47264","Tbx3","TBX3",4914,6.93450742982939,NA
"47265","Arfgap2","ARFGAP2",3906,5.51204436730028,NA
"47271","Mycbp","",5016,7.07844714449007,NA
"47272","Mycbp","MYCBP",5016,7.07844714449007,NA
"47273","Olfr12","",5482,7.73605407617515,NA
"47274","Fam187a","FAM187A",4614,6.5111553278862,NA
"47275","Cops9","",4425,6.244443503662,NA
"47276","Narf","NARF",5227,7.37620478952345,NA
"47277","Blm","BLM",5175,7.30282375851996,NA
"47279","Cyb5r1","CYB5R1",4920,6.94297447186825,NA
"47280","Spata2l","SPATA2L",4878,6.88370517759621,NA
"47281","Rragc","RRAGC",5516,7.78403398106205,NA
"47282","Gnaz","GNAZ",6628,9.35325910559813,NA
"47309","Vps9d1","VPS9D1",3835,5.41185103650706,NA
"47313","Rab36","RAB36",5013,7.07421362347064,NA
"47316","Foxk2","FOXK2",4721,6.66215091091261,NA
"47320","Prtg","PRTG",5778,8.15376148342577,NA
"47325","Klf3","KLF3",6596,9.30810154805752,NA
"47330","Alox8","ALOX15B",4664,6.5817140115434,NA
"47331","Pou3f1","POU3F1",4460,6.29383458222203,NA
"47332","Utp11","UTP11",5215,7.35927070544572,NA
"47333","Scrn3","SCRN3",5427,7.65843952415224,NA
"47334","Fhl3","FHL3",4770,6.73129842089666,NA
"47338","Kcnk3","KCNK3",4889,6.89922808800079,NA
"47340","Pygo1","PYGO1",5330,7.52155567785727,NA
"47341","Tmem238","TMEM238",4738,6.68614086335605,NA
"47345","Otos","OTOS",4077,5.7533550654079,NA
"47347","Irgc1","IRGC",7436,10.4934874334984,NA
"47348","Dnaaf4","DNAAF4",5683,8.01969998447709,NA
"47349","Sf3a3","SF3A3",4540,6.40672847607355,NA
"47350","Pramel47","PRAMEF19",5909,8.33862523460762,NA
"47351","Pramel47","PRAMEF8",5909,8.33862523460762,NA
"47352","Pramel47","PRAMEF11",5909,8.33862523460762,NA
"47353","Pramel47","PRAMEF18",5909,8.33862523460762,NA
"47354","Pramel47","PRAMEF4",5909,8.33862523460762,NA
"47355","Pramel47","PRAMEF7",5909,8.33862523460762,NA
"47356","Pramel47","PRAMEF15",5909,8.33862523460762,NA
"47357","Pramel47","PRAMEF20",5909,8.33862523460762,NA
"47358","Pramel47","PRAMEF2",5909,8.33862523460762,NA
"47359","Pramel47","PRAMEF26",5909,8.33862523460762,NA
"47360","Pramel47","PRAMEF17",5909,8.33862523460762,NA
"47361","Pramel47","PRAMEF13",5909,8.33862523460762,NA
"47362","Pramel47","PRAMEF1",5909,8.33862523460762,NA
"47363","Pramel47","PRAMEF27",5909,8.33862523460762,NA
"47364","Pramel47","PRAMEF6",5909,8.33862523460762,NA
"47365","Pramel47","PRAMEF9",5909,8.33862523460762,NA
"47366","Pramel47","PRAMEF10",5909,8.33862523460762,NA
"47367","Pramel47","PRAMEF33",5909,8.33862523460762,NA
"47368","Pramel47","PRAMEF14",5909,8.33862523460762,NA
"47369","Pramel47","PRAMEF25",5909,8.33862523460762,NA
"47370","Pramel47","PRAMEF5",5909,8.33862523460762,NA
"47371","Pramel47","PRAMEF12",5909,8.33862523460762,NA
"47372","Calca","CALCA",6127,8.64626109535301,NA
"47373","Fam178b","FAM178B",5701,8.04510111059368,NA
"47377","Tlr1","TLR1",5882,8.30052354543274,NA
"47378","Bcr","BCR",7912,11.165206101915,NA
"47379","Armc3","ARMC3",5514,7.78121163371576,NA
"47380","Gfap","GFAP",4085,5.76464445479305,NA
"47381","Tlr6","TLR6",5461,7.70641942903913,NA
"47385","Ccpg1os","C15orf65",4568,6.44624133892158,NA
"47386","Tbx5","TBX5",5321,7.50885511479898,NA
"47387","Trak1","TRAK1",12470,17.5973357041051,NA
"47389","C87436","C2orf42",8177,11.5391671252981,NA
"47393","Inpp5b","INPP5B",4638,6.54502349604166,NA
"47395","Slc35f6","SLC35F6",5055,7.13348291774269,NA
"47398","Rpl28","RPL28",4802,6.77645597843727,NA
"47399","Zfp276","ZNF276",3894,5.49511028322256,NA
"47400","Wdr45b","WDR45B",5025,7.09114770754837,NA
"47403","Pramel48","PRAMEF19",8911,12.5749686013858,NA
"47404","Pramel48","PRAMEF8",8911,12.5749686013858,NA
"47405","Pramel48","PRAMEF11",8911,12.5749686013858,NA
"47406","Pramel48","PRAMEF18",8911,12.5749686013858,NA
"47407","Pramel48","PRAMEF4",8911,12.5749686013858,NA
"47408","Pramel48","PRAMEF7",8911,12.5749686013858,NA
"47409","Pramel48","PRAMEF15",8911,12.5749686013858,NA
"47410","Pramel48","PRAMEF20",8911,12.5749686013858,NA
"47411","Pramel48","PRAMEF2",8911,12.5749686013858,NA
"47412","Pramel48","PRAMEF26",8911,12.5749686013858,NA
"47413","Pramel48","PRAMEF17",8911,12.5749686013858,NA
"47414","Pramel48","PRAMEF13",8911,12.5749686013858,NA
"47415","Pramel48","PRAMEF1",8911,12.5749686013858,NA
"47416","Pramel48","PRAMEF27",8911,12.5749686013858,NA
"47417","Pramel48","PRAMEF6",8911,12.5749686013858,NA
"47418","Pramel48","PRAMEF9",8911,12.5749686013858,NA
"47419","Pramel48","PRAMEF10",8911,12.5749686013858,NA
"47420","Pramel48","PRAMEF33",8911,12.5749686013858,NA
"47421","Pramel48","PRAMEF14",8911,12.5749686013858,NA
"47422","Pramel48","PRAMEF25",8911,12.5749686013858,NA
"47423","Pramel48","PRAMEF5",8911,12.5749686013858,NA
"47424","Pramel48","PRAMEF12",8911,12.5749686013858,NA
"47425","Sipa1l3","SIPA1L3",9272,13.0844022973907,NA
"47429","Uckl1","UCKL1",4648,6.5591352327731,NA
"47430","Cox5b","COX5B",5480,7.73323172882887,NA
"47431","Specc1l","SPECC1L",5714,8.06344636834455,NA
"47432","Specc1l","SPECC1L-ADORA2A",5714,8.06344636834455,NA
"47435","Fam114a1","FAM114A1",5667,7.99712120570679,NA
"47436","Gpc1","GPC1",4167,5.88036069599086,NA
"47437","Kif18b","KIF18B",5469,7.71770881842428,NA
"47438","Fanca","FANCA",4963,7.00365493981344,NA
"47441","Gm3286","PRAMEF19",7165,10.1110593680764,NA
"47442","Gm3286","PRAMEF8",7165,10.1110593680764,NA
"47443","Gm3286","PRAMEF11",7165,10.1110593680764,NA
"47444","Gm3286","PRAMEF18",7165,10.1110593680764,NA
"47445","Gm3286","PRAMEF4",7165,10.1110593680764,NA
"47446","Gm3286","PRAMEF7",7165,10.1110593680764,NA
"47447","Gm3286","PRAMEF15",7165,10.1110593680764,NA
"47448","Gm3286","PRAMEF20",7165,10.1110593680764,NA
"47449","Gm3286","PRAMEF2",7165,10.1110593680764,NA
"47450","Gm3286","PRAMEF26",7165,10.1110593680764,NA
"47451","Gm3286","PRAMEF17",7165,10.1110593680764,NA
"47452","Gm3286","PRAMEF13",7165,10.1110593680764,NA
"47453","Gm3286","PRAMEF1",7165,10.1110593680764,NA
"47454","Gm3286","PRAMEF27",7165,10.1110593680764,NA
"47455","Gm3286","PRAMEF6",7165,10.1110593680764,NA
"47456","Gm3286","PRAMEF9",7165,10.1110593680764,NA
"47457","Gm3286","PRAMEF10",7165,10.1110593680764,NA
"47458","Gm3286","PRAMEF33",7165,10.1110593680764,NA
"47459","Gm3286","PRAMEF14",7165,10.1110593680764,NA
"47460","Gm3286","PRAMEF25",7165,10.1110593680764,NA
"47461","Gm3286","PRAMEF5",7165,10.1110593680764,NA
"47462","Gm3286","PRAMEF12",7165,10.1110593680764,NA
"47487","Pramel50","PRAMEF19",5202,7.34092544769485,NA
"47488","Pramel50","PRAMEF8",5202,7.34092544769485,NA
"47489","Pramel50","PRAMEF11",5202,7.34092544769485,NA
"47490","Pramel50","PRAMEF18",5202,7.34092544769485,NA
"47491","Pramel50","PRAMEF4",5202,7.34092544769485,NA
"47492","Pramel50","PRAMEF7",5202,7.34092544769485,NA
"47493","Pramel50","PRAMEF15",5202,7.34092544769485,NA
"47494","Pramel50","PRAMEF20",5202,7.34092544769485,NA
"47495","Pramel50","PRAMEF2",5202,7.34092544769485,NA
"47496","Pramel50","PRAMEF26",5202,7.34092544769485,NA
"47497","Pramel50","PRAMEF17",5202,7.34092544769485,NA
"47498","Pramel50","PRAMEF13",5202,7.34092544769485,NA
"47499","Pramel50","PRAMEF1",5202,7.34092544769485,NA
"47500","Pramel50","PRAMEF27",5202,7.34092544769485,NA
"47501","Pramel50","PRAMEF6",5202,7.34092544769485,NA
"47502","Pramel50","PRAMEF9",5202,7.34092544769485,NA
"47503","Pramel50","PRAMEF10",5202,7.34092544769485,NA
"47504","Pramel50","PRAMEF33",5202,7.34092544769485,NA
"47505","Pramel50","PRAMEF14",5202,7.34092544769485,NA
"47506","Pramel50","PRAMEF25",5202,7.34092544769485,NA
"47507","Pramel50","PRAMEF5",5202,7.34092544769485,NA
"47508","Pramel50","PRAMEF12",5202,7.34092544769485,NA
"47511","Mtf1","MTF1",4839,6.82866940434359,NA
"47513","Tmem156","TMEM156",5395,7.61328196661163,NA
"47514","C1ql1","C1QL1",4485,6.32911392405063,NA
"47518","Adipor1","ADIPOR1",4862,6.8611263988259,NA
"47520","Rab40b","RAB40B",5054,7.13207174406954,NA
"47523","Pcbp1","PCBP1",5273,7.44111877848807,NA
"47548","E330014E10Rik","PRAMEF19",6310,8.90450587753835,NA
"47549","E330014E10Rik","PRAMEF8",6310,8.90450587753835,NA
"47550","E330014E10Rik","PRAMEF11",6310,8.90450587753835,NA
"47551","E330014E10Rik","PRAMEF18",6310,8.90450587753835,NA
"47552","E330014E10Rik","PRAMEF4",6310,8.90450587753835,NA
"47553","E330014E10Rik","PRAMEF7",6310,8.90450587753835,NA
"47554","E330014E10Rik","PRAMEF15",6310,8.90450587753835,NA
"47555","E330014E10Rik","PRAMEF20",6310,8.90450587753835,NA
"47556","E330014E10Rik","PRAMEF2",6310,8.90450587753835,NA
"47557","E330014E10Rik","PRAMEF26",6310,8.90450587753835,NA
"47558","E330014E10Rik","PRAMEF17",6310,8.90450587753835,NA
"47559","E330014E10Rik","PRAMEF13",6310,8.90450587753835,NA
"47560","E330014E10Rik","PRAMEF1",6310,8.90450587753835,NA
"47561","E330014E10Rik","PRAMEF27",6310,8.90450587753835,NA
"47562","E330014E10Rik","PRAMEF6",6310,8.90450587753835,NA
"47563","E330014E10Rik","PRAMEF9",6310,8.90450587753835,NA
"47564","E330014E10Rik","PRAMEF10",6310,8.90450587753835,NA
"47565","E330014E10Rik","PRAMEF33",6310,8.90450587753835,NA
"47566","E330014E10Rik","PRAMEF14",6310,8.90450587753835,NA
"47567","E330014E10Rik","PRAMEF25",6310,8.90450587753835,NA
"47568","E330014E10Rik","PRAMEF5",6310,8.90450587753835,NA
"47569","E330014E10Rik","PRAMEF12",6310,8.90450587753835,NA
"47572","Fn3krp","FN3KRP",4973,7.01776667654488,NA
"47576","Cxcl13","CXCL13",5577,7.87011557512383,NA
"47577","1110065P20Rik","C1orf122",5413,7.63868309272822,NA
"47578","Dcakd","DCAKD",6759,9.53812285677998,NA
"47581","Adora2a","ADORA2A",5336,7.53002271989614,NA
"47582","Klhl5","KLHL5",8257,11.6520610191496,NA
"47584","Asprv1","ASPRV1",4550,6.42084021280499,NA
"47588","Mxd1","MXD1",4820,6.80185710455386,NA
"47590","Cck","CCK",4443,6.26984462977859,NA
"47591","Calcb","CALCB",5907,8.33580288726134,NA
"47593","Yrdc","YRDC",5343,7.53990093560815,NA
"47594","Actr1b","ACTR1B",5665,7.9942988583605,NA
"47596","Gucy2e","GUCY2D",4732,6.67767382131719,NA
"47599","Gucd1","GUCD1",4829,6.81455766761215,NA
"47604","Lyzl4","LYZL4",4499,6.34887035547465,NA
"47605","Maneal","MANEAL",4927,6.95285268758026,NA
"47608","Snrnp27","",4754,6.70871964212636,NA
"47609","Ube2s","UBE2S",5374,7.58364731947561,NA
"47610","Msrb2","MSRB2",5984,8.44446326009342,NA
"47611","Epha10","EPHA10",5202,7.34092544769485,NA
"47612","Spire2","SPIRE2",7193,10.1505722309245,NA
"47613","Cenpa","CENPA",5387,7.60199257722648,NA
"47616","Dync2i2","DYNC2I2",4690,6.61840452704514,NA
"47617","Crtc3","CRTC3",5291,7.46651990460466,NA
"47619","4933424G06Rik","C2orf92",5645,7.96607538489762,NA
"47621","Cdca8","CDCA8",5206,7.34657014238742,NA
"47624","Gmcl1","GMCL2",5500,7.76145520229175,NA
"47625","Gmcl1","GMCL1",5500,7.76145520229175,NA
"47627","Ccpg1","CCPG1",7973,11.2512876959767,NA
"47628","Ankmy1","ANKMY1",4942,6.97402029267742,NA
"47634","Ptf1a","PTF1A",5762,8.13118270465546,NA
"47635","Fn3k","FN3K",5136,7.24778798526735,NA
"47637","Golm2","GOLM2",5342,7.538489761935,NA
"47638","Rbm19","RBM19",5081,7.17017343324443,NA
"47641","Tcf25","TCF25",7593,10.715041700182,NA
"47642","Plaur","PLAUR",4989,7.04034545531519,"NASMC7 "
"47643","Upb1","UPB1",6321,8.92002878794293,NA
"47644","Cntrob","CNTROB",4477,6.31782453466548,NA
"47646","Anxa4","ANXA4",8820,12.4465517971297,NA
"47647","9930104L06Rik","C1orf109",4789,6.75811072068639,NA
"47648","Cd247","CD247",4909,6.92745156146367,NA
"47649","Shisa7","SHISA7",4431,6.25291054570086,NA
"47651","Rspo1","RSPO1",5316,7.50179924643326,NA
"47654","Snrpd3","SNRPD3",4804,6.77927832578355,NA
"47655","Vipr1","VIPR1",4413,6.22750941958427,NA
"47656","Gnl2","GNL2",6951,9.80906820202362,NA
"47657","Isoc2b","ISOC2",5786,8.16505087281092,NA
"47662","Lhx5","LHX5",4510,6.36439326587923,NA
"47663","Lrrc75b","LRRC75B",4369,6.16541777796593,NA
"47664","Cadm4","CADM4",5140,7.25343267995992,NA
"47665","Sec22c","SEC22C",4831,6.81738001495844,NA
"47666","Rffl","",9817,13.8534919492542,NA
"47667","Rffl","RFFL",9817,13.8534919492542,NA
"47668","Dpysl5","DPYSL5",5002,7.05869071306606,NA
"47669","Ggt1","GGTLC2",6208,8.76056616287767,NA
"47670","Ggt1","GGTLC1",6208,8.76056616287767,NA
"47671","Ggt1","GGT1",6208,8.76056616287767,NA
"47672","Ggt1","GGTLC3",6208,8.76056616287767,NA
"47673","Ggt1","GGT2",6208,8.76056616287767,NA
"47675","Dnali1","DNALI1",4851,6.84560348842132,NA
"47676","4921504E06Rik","C10orf67",5798,8.18198495688864,NA
"47677","Snip1","SNIP1",4665,6.58312518521654,NA
"47678","Isoc2a","ISOC2",5165,7.28871202178852,NA
"47680","Gm36210","C19orf85",5023,7.08832536020208,NA
"47682","Pigb","PIGB",5665,7.9942988583605,NA
"47683","Meaf6","MEAF6",5438,7.67396243455682,NA
"47685","Zfp428","ZNF428",4512,6.36721561322552,NA
"47688","Cnot6l","CNOT6L",5691,8.03098937386224,NA
"47689","Mageb3","MAGEB6B",5233,7.38467183156231,NA
"47690","Mageb3","MAGEB6",5233,7.38467183156231,NA
"47693","Otud1","OTUD1",5535,7.81084628085178,NA
"47696","1110051M20Rik","C11orf49",5439,7.67537360822996,NA
"47697","Zfp628","ZNF628",4163,5.87471600129828,NA
"47699","Irgq","IRGQ",4863,6.86253757249905,NA
"47702","Pinlyp","PINLYP",4663,6.58030283787026,NA
"47703","Aup1","AUP1",4214,5.94668585862862,NA
"47704","Zc3h12a","ZC3H12A",4905,6.92180686677109,NA
"47705","Ss18l2","SS18L2",4930,6.95708620859969,NA
"47707","Grik3","GRIK3",5035,7.10525944427981,NA
"47708","Nat14","NAT14",5107,7.20686394874617,NA
"47710","Pigbos1","PIGBOS1",5492,7.75016581290659,NA
"47712","Mir692-2","",5346,7.54413445662758,NA
"47714","Rab27a","RAB27A",5294,7.47075342562409,NA
"47715","Insc","INSC",8935,12.6088367695412,NA
"47716","Dusp28","DUSP28",4892,6.90346160902022,NA
"47720","Klhl12","KLHL12",5747,8.1100150995583,NA
"47721","Csf3r","CSF3R",5346,7.54413445662758,NA
"47724","Trappc1","TRAPPC1",4582,6.4659977703456,NA
"47728","Khdc3","KHDC3L",5767,8.13823857302118,NA
"47729","Set","SETSIP",6734,9.50284351495139,NA
"47731","Fam71f1","FAM71F1",5575,7.86729322777754,NA
"47732","Sdsl","SDSL",5312,7.49615455174068,NA
"47734","Tbcd","TBCD",7334,10.3495477188378,NA
"47735","Rsl24d1","RSL24D1",5609,7.91527313266444,NA
"47737","Mapre3","MAPRE3",8187,11.5532788620295,NA
"47738","Calu","CALU",5348,7.54695680397387,"NASMC4 "
"47739","Snrnp70","SNRNP70",5481,7.73464290250201,NA
"47740","Mrps15","MRPS15",5164,7.28730084811538,NA
"47743","Nktr","NKTR",5594,7.89410552756728,NA
"47744","Rabif","RABIF",5409,7.63303839803565,NA
"47745","Zfp512b","ZNF512B",4609,6.50409945952048,NA
"47749","Zap70","ZAP70",6228,8.78878963634054,NA
"47750","Oscp1","OSCP1",5450,7.69089651863455,NA
"47753","Sds","SDS",4659,6.57465814317768,NA
"47754","Mc1r","MC1R",4634,6.53937880134908,NA
"47757","Tubb3","",5224,7.37197126850401,NA
"47758","Tubb3","TUBB3",5224,7.37197126850401,NA
"47759","Lsm10","LSM10",4711,6.64803917418117,NA
"47760","Stk40","STK40",6645,9.37724905804157,NA
"47761","Zfp750","ZNF750",5218,7.36350422646515,NA
"47762","Mgat4e","",5320,7.50744394112583,NA
"47763","Mrpl1","MRPL1",5988,8.450107954786,NA
"47764","Kcnab3","KCNAB3",4589,6.4758759860576,NA
"47765","Opn1sw","OPN1SW",6751,9.52683346739483,NA
"47766","Def8","DEF8",8623,12.1685505835203,NA
"47768","Rnpepl1","RNPEPL1",4317,6.09203674696245,NA
"47770","Lrp4","LRP4",5438,7.67396243455682,NA
"47772","Flnc","FLNC",4669,6.58876987990912,NA
"47774","Ggt5","GGT5",5139,7.25202150628678,"NASMC6 "
"47777","Zfp651","ZBTB47",4435,6.25855524039343,NA
"47782","Klhl40","KLHL40",4148,5.85354839620112,NA
"47783","Plbd2","PLBD2",4552,6.42366256015128,NA
"47785","Eva1b","EVA1B",4728,6.67202912662461,NA
"47786","Rad51d","RAD51D",5289,7.46369755725837,NA
"47789","Unc13c","UNC13C",5269,7.43547408379549,NA
"47790","Sh3d21","SH3D21",5639,7.95760834285876,NA
"47793","Kcna7","KCNA7",5326,7.5159109831647,NA
"47794","Adam23","ADAM23",5425,7.65561717680595,NA
"47796","Ssc5d","SSC5D",5038,7.10949296529924,NA
"47797","Ntf5","NTF4",4685,6.61134865867942,NA
"47799","Wdr19","WDR19",5542,7.82072449656379,NA
"47809","Hhatl","HHATL",3993,5.63481647686381,NA
"47810","Susd2","SUSD2",3868,5.45841976772081,NA
"47811","Pkn3","PKN3",5101,7.19839690670731,NA
"47813","Fndc8","FNDC8",4975,7.02058902389117,NA
"47814","Lhb","",5019,7.0826806655095,NA
"47815","B3gntl1","B3GNTL1",4718,6.65791738989317,NA
"47816","Thrap3","THRAP3",7067,9.97276434810832,NA
"47817","Sbk2","SBK2",4937,6.9669644243117,NA
"47819","Wdr72","WDR72",6154,8.68436278452789,NA
"47820","Sbk3","SBK3",5146,7.26189972199879,NA
"47821","Iqgap1","IQGAP1",8305,11.7197973554605,NA
"47827","Prpf6","PRPF6",6432,9.07666906566191,NA
"47829","Map7d1","MAP7D1",4955,6.99236555042829,NA
"47830","Ccdc13","CCDC13",5540,7.8179021492175,NA
"47831","Ccdc13","",5540,7.8179021492175,NA
"47832","Nle1","NLE1",5062,7.14336113345469,NA
"47833","Cabin1","CABIN1",5347,7.54554563030072,NA
"47840","Onecut1","ONECUT1",5016,7.07844714449007,NA
"47841","Ccdc136","CCDC136",6778,9.56493515656972,NA
"47842","Gas8","GAS8",5157,7.27742263240337,NA
"47843","Higd1a","HIGD1A",6134,8.65613931106501,NA
"47844","Fras1","FRAS1",4998,7.05304601837348,NA
"47845","Metrnl","METRNL",4330,6.11038200471332,NA
"47852","Zdhhc12","ZDHHC12",4928,6.9542638612534,NA
"47868","Zfp579","ZNF579",4481,6.32346922935806,NA
"47876","Ptchd3","PTCHD3",5455,7.69795238700027,NA
"47880","Ackr2","ACKR2",6499,9.17121770176256,NA
"47902","Catsperg2","CATSPERG",5419,7.64715013476709,NA
"47905","Cyp8b1","CYP8B1",5004,7.06151306041234,NA
"47907","Trappc3","TRAPPC3",5296,7.47357577297038,NA
"47908","Samd10","SAMD10",5217,7.36209305279201,NA
"47913","Unc45b","UNC45B",5324,7.51308863581841,NA
"47920","Rhou","RHOU",5414,7.64009426640137,NA
"47922","Col8a2","COL8A2",6427,9.06961319729619,NA
"47923","Ddt","DDTL",5117,7.22097568547761,NA
"47924","Ddt","",5117,7.22097568547761,NA
"47925","Ddt","DDT",5117,7.22097568547761,NA
"47930","Fam214a","FAM214A",8995,12.6935071899299,NA
"47935","Adprs","ADPRS",5026,7.09255888122151,NA
"47936","Rab4a","RAB4A",5179,7.30846845321254,NA
"47937","Gpr155","GPR155",5744,8.10578157853887,NA
"47938","Gstt3","",4882,6.88934987228878,NA
"47942","Tekt2","TEKT2",5488,7.74452111821402,NA
"47943","Anxa3","ANXA3",9879,13.9409847169891,NA
"47945","Ccsap","CCSAP",5183,7.31411314790511,NA
"47946","Gstt1","",4905,6.92180686677109,NA
"47947","Vhl","VHLL",5243,7.39878356829375,NA
"47948","Vhl","VHL",5243,7.39878356829375,NA
"47950","Acta1","ACTA1",4805,6.7806894994567,NA
"47953","Irak2","IRAK2",5238,7.39172769992803,NA
"47954","Ago3","AGO3",5911,8.34144758195391,NA
"47955","Gask1a","GASK1A",5240,7.39455004727432,NA
"47957","Nup133","NUP133",5227,7.37620478952345,NA
"47959","Gstt4","GSTT4",5465,7.71206412373171,NA
"47968","Gstt2","GSTT2",5785,8.16363969913777,NA
"47969","Gstt2","GSTT2B",5785,8.16363969913777,NA
"47973","Slc8b1","SLC8B1",4727,6.67061795295147,NA
"47974","Xrcc1","XRCC1",4776,6.73976546293552,NA
"47975","Pomgnt2","POMGNT2",5424,7.65420600313281,NA
"47978","Dytn","DYTN",5432,7.66549539251796,NA
"47980","Ago1","AGO1",5051,7.12783822305011,NA
"47983","Mif","MIF",4732,6.67767382131719,NA
"47985","Chd3","CHD3",4495,6.34322566078207,NA
"47989","Arpp19","ARPP19",8114,11.45026318389,NA
"47990","Derl3","DERL3",5107,7.20686394874617,NA
"47993","Mdh1b","MDH1B",4675,6.59723692194798,NA
"47994","Abcb10","ABCB10",5468,7.71629764475114,NA
"47996","Taf5l","TAF5L",5393,7.61045961926534,NA
"47997","Capn10","CAPN10",4781,6.74682133130124,NA
"47998","Snrk","SNRK",5376,7.5864696668219,NA
"47999","Smarcb1","SMARCB1",4689,6.616993353372,NA
"48001","Zscan2","ZSCAN2",6798,9.5931586300326,NA
"48002","Urb2","URB2",5554,7.83765858064152,NA
"48006","Bmp2k","BMP2K",5508,7.7727445916769,NA
"48007","Zfp575","ZNF575",5133,7.24355446424791,NA
"48008","Tatdn2","",5247,7.40442826298633,NA
"48009","Tatdn2","TATDN2",5247,7.40442826298633,NA
"48010","Zfp84","ZNF781",5500,7.76145520229175,NA
"48016","Ago4","AGO4",5462,7.70783060271228,NA
"48017","Galnt2","GALNT2",8261,11.6577057138422,NA
"48019","Sox18","SOX18",4966,7.00788846083287,NA
