"","X","mgi_symbol","hsapiens_homolog_associated_gene_name","Associated_Myh11_TFs","Frequency","X..of.Myh11.TFs.that.bind.Mouse.gene.s.PPR"
"6614",6614,"4930447A16Rik","",NA,756,7.79381443298969
"6879",6879,"Olfr711","",NA,756,7.79381443298969
"6993",6993,"Tuba3a","TUBA3D",NA,756,7.79381443298969
"8500",8500,"Jazf1","JAZF1",NA,756,7.79381443298969
"8881",8881,"Otud5","OTUD5",NA,756,7.79381443298969
"9185",9185,"Fbxl15","FBXL15",NA,756,7.79381443298969
"9189",9189,"Nckap5l","NCKAP5L",NA,756,7.79381443298969
"9216",9216,"Tex261","TEX261",NA,756,7.79381443298969
"9217",9217,"Tex261","",NA,756,7.79381443298969
"9233",9233,"Aqp6","AQP6",NA,756,7.79381443298969
"10660",10660,"Apol8","",NA,756,7.79381443298969
"10971",10971,"Pdk3","PDK3",NA,756,7.79381443298969
"11800",11800,"Wapl","WAPL",NA,756,7.79381443298969
"12134",12134,"Cep70","CEP70",NA,756,7.79381443298969
"12270",12270,"Usb1","USB1",NA,756,7.79381443298969
"13475",13475,"Ugt1a1","UGT1A1",NA,756,7.79381443298969
"13925",13925,"Kctd14","KCTD14",NA,756,7.79381443298969
"14379",14379,"Tefm","TEFM",NA,756,7.79381443298969
"14397",14397,"1110051M20Rik","C11orf49",NA,756,7.79381443298969
"15254",15254,"Rangrf","RANGRF",NA,756,7.79381443298969
"15263",15263,"Gucd1","GUCD1",NA,756,7.79381443298969
"15510",15510,"Gm14496","",NA,756,7.79381443298969
"16122",16122,"Ovol3","OVOL3",NA,756,7.79381443298969
"16328",16328,"Tas2r137","TAS2R3",NA,756,7.79381443298969
"16607",16607,"Theg","THEG",NA,756,7.79381443298969
"16959",16959,"Cdkl2","CDKL2",NA,756,7.79381443298969
"17124",17124,"Urb2","URB2",NA,756,7.79381443298969
"17583",17583,"Arhgdig","ARHGDIG",NA,756,7.79381443298969
"17628",17628,"Ksr2","KSR2",NA,756,7.79381443298969
"18981",18981,"Slc5a6","SLC5A6",NA,756,7.79381443298969
"19170",19170,"Pigt","PIGT",NA,756,7.79381443298969
"19962",19962,"Rnf20","RNF20",NA,756,7.79381443298969
"20515",20515,"Gtf2ird2","",NA,756,7.79381443298969
"20516",20516,"Gtf2ird2","GTF2IRD2",NA,756,7.79381443298969
"20517",20517,"Gtf2ird2","GTF2IRD2B",NA,756,7.79381443298969
"21623",21623,"Scp2d1","SCP2D1",NA,756,7.79381443298969
"1526",1526,"Gnl3l","GNL3L",NA,755,7.78350515463918
"1800",1800,"Clcn1","CLCN1",NA,755,7.78350515463918
"2501",2501,"2310030G06Rik","C11orf52",NA,755,7.78350515463918
"2657",2657,"Rem1","REM1",NA,755,7.78350515463918
"3093",3093,"Hhla1","HHLA1",NA,755,7.78350515463918
"3431",3431,"Gpsm3","GPSM3",NA,755,7.78350515463918
"3631",3631,"Col4a4","COL4A4",NA,755,7.78350515463918
"3652",3652,"Col4a3","COL4A3",NA,755,7.78350515463918
"3687",3687,"Dspp","DSPP",NA,755,7.78350515463918
"3917",3917,"Stt3a","STT3A",NA,755,7.78350515463918
"4057",4057,"Pcdhga4","PCDHGA4",NA,755,7.78350515463918
"4289",4289,"Slc25a41","SLC25A41",NA,755,7.78350515463918
"6212",6212,"Gpihbp1","GPIHBP1",NA,755,7.78350515463918
"6742",6742,"Morf4l2","MORF4L2",NA,755,7.78350515463918
"7000",7000,"Fam50a","",NA,755,7.78350515463918
"7680",7680,"H2ac18","",NA,755,7.78350515463918
"8310",8310,"Pias3","PIAS3",NA,755,7.78350515463918
"8409",8409,"Aldh3a2","ALDH3A2",NA,755,7.78350515463918
"8794",8794,"Myf5","MYF5",NA,755,7.78350515463918
"9008",9008,"Alppl2","ALPI",NA,755,7.78350515463918
"9009",9009,"Alppl2","ALPP",NA,755,7.78350515463918
"9010",9010,"Alppl2","ALPG",NA,755,7.78350515463918
"9318",9318,"Smarcd1","SMARCD1",NA,755,7.78350515463918
"9593",9593,"BC048562","C3orf84",NA,755,7.78350515463918
"9885",9885,"Bglap","BGLAP",NA,755,7.78350515463918
"9962",9962,"Cxxc4","CXXC4",NA,755,7.78350515463918
"11102",11102,"Ubxn2a","UBXN2A",NA,755,7.78350515463918
"12121",12121,"Trim33","TRIM33",NA,755,7.78350515463918
"12203",12203,"Olfr114","",NA,755,7.78350515463918
"12238",12238,"Churc1","CHURC1",NA,755,7.78350515463918
"13263",13263,"Rbx1","RBX1",NA,755,7.78350515463918
"13288",13288,"Wnt4","WNT4",NA,755,7.78350515463918
"14077",14077,"Calml4","CALML4",NA,755,7.78350515463918
"14168",14168,"Imp4","IMP4",NA,755,7.78350515463918
"14681",14681,"Epor","EPOR",NA,755,7.78350515463918
"14974",14974,"Zfp318","ZNF318",NA,755,7.78350515463918
"15121",15121,"Lypd5","LYPD5",NA,755,7.78350515463918
"16318",16318,"Car12","CA12",NA,755,7.78350515463918
"17609",17609,"Amh","AMH",NA,755,7.78350515463918
"18082",18082,"Vmn2r51","",NA,755,7.78350515463918
"18540",18540,"Nomo1","NOMO1",NA,755,7.78350515463918
"18541",18541,"Nomo1","NOMO2",NA,755,7.78350515463918
"18542",18542,"Nomo1","NOMO3",NA,755,7.78350515463918
"19417",19417,"Zswim1","ZSWIM1",NA,755,7.78350515463918
"19643",19643,"Olfr70","",NA,755,7.78350515463918
"19730",19730,"Fbxo10","FBXO10",NA,755,7.78350515463918
"20265",20265,"Slc13a3","SLC13A3",NA,755,7.78350515463918
"20595",20595,"Olfr46","",NA,755,7.78350515463918
"21379",21379,"Rbm38","RBM38",NA,755,7.78350515463918
"332",332,"Tcof1","TCOF1",NA,754,7.77319587628866
"1724",1724,"Usp34","USP34",NA,754,7.77319587628866
"3865",3865,"Sox4","SOX4",NA,754,7.77319587628866
"3887",3887,"Kif1b","KIF1B",NA,754,7.77319587628866
"3970",3970,"Pcdhb15","PCDHB7",NA,754,7.77319587628866
"4339",4339,"Magea8","MAGEA10",NA,754,7.77319587628866
"4763",4763,"Mustn1","MUSTN1",NA,754,7.77319587628866
"4764",4764,"Mustn1","",NA,754,7.77319587628866
"6332",6332,"Rpap2","RPAP2",NA,754,7.77319587628866
"7878",7878,"Serpina1c","SERPINA1",NA,754,7.77319587628866
"7915",7915,"Cramp1","CRAMP1",NA,754,7.77319587628866
"7986",7986,"Urm1","URM1",NA,754,7.77319587628866
"9161",9161,"Exd2","EXD2",NA,754,7.77319587628866
"9314",9314,"A2ml1","",NA,754,7.77319587628866
"10055",10055,"Enpp7","ENPP7",NA,754,7.77319587628866
"10664",10664,"Slc22a15","SLC22A15",NA,754,7.77319587628866
"10683",10683,"Pomc","POMC",NA,754,7.77319587628866
"10748",10748,"Ubqln4","UBQLN4",NA,754,7.77319587628866
"10919",10919,"Krt5","KRT5",NA,754,7.77319587628866
"10924",10924,"Olfr1396","OR2V1",NA,754,7.77319587628866
"10925",10925,"Olfr1396","OR2V2",NA,754,7.77319587628866
"10982",10982,"Wfikkn1","WFIKKN1",NA,754,7.77319587628866
"12380",12380,"Srrd","SRRD",NA,754,7.77319587628866
"12408",12408,"Hps4","HPS4",NA,754,7.77319587628866
"12534",12534,"Thtpa","THTPA",NA,754,7.77319587628866
"12698",12698,"Emx1","EMX1",NA,754,7.77319587628866
"13154",13154,"Zfp454","ZNF454",NA,754,7.77319587628866
"13385",13385,"Fcgrt","FCGRT",NA,754,7.77319587628866
"13784",13784,"Tmem151b","TMEM151B",NA,754,7.77319587628866
"14889",14889,"Lhfpl5","LHFPL5",NA,754,7.77319587628866
"15116",15116,"Rbm15","RBM15",NA,754,7.77319587628866
"15407",15407,"Sema4c","SEMA4C",NA,754,7.77319587628866
"15492",15492,"Ccl12","CCL8",NA,754,7.77319587628866
"17103",17103,"Cbarp","CBARP",NA,754,7.77319587628866
"17473",17473,"Bnip2","BNIP2",NA,754,7.77319587628866
"19266",19266,"Gtf3c2","GTF3C2",NA,754,7.77319587628866
"19492",19492,"Gckr","GCKR",NA,754,7.77319587628866
"19865",19865,"Zp3","POMZP3",NA,754,7.77319587628866
"19866",19866,"Zp3","ZP3",NA,754,7.77319587628866
"20614",20614,"Rrm1","RRM1",NA,754,7.77319587628866
"21238",21238,"Abi3","ABI3",NA,754,7.77319587628866
"156",156,"Npas3","NPAS3",NA,753,7.76288659793814
"505",505,"Zfp455","ZNF429",NA,753,7.76288659793814
"1369",1369,"Maged2","MAGED2",NA,753,7.76288659793814
"1403",1403,"Kifbp","KIFBP",NA,753,7.76288659793814
"1577",1577,"Dusp7","DUSP7",NA,753,7.76288659793814
"2862",2862,"Sycp3","SYCP3",NA,753,7.76288659793814
"2898",2898,"Mup14","",NA,753,7.76288659793814
"2908",2908,"E230025N22Rik","",NA,753,7.76288659793814
"3933",3933,"Klk1b21","KLK2",NA,753,7.76288659793814
"3934",3934,"Klk1b21","KLK3",NA,753,7.76288659793814
"3935",3935,"Klk1b21","KLK1",NA,753,7.76288659793814
"4213",4213,"Tssk2","TSSK2",NA,753,7.76288659793814
"4662",4662,"Mrgbp","MRGBP",NA,753,7.76288659793814
"4666",4666,"Cd164","CD164",NA,753,7.76288659793814
"5726",5726,"Spata18","SPATA18",NA,753,7.76288659793814
"5770",5770,"Fat4","FAT4",NA,753,7.76288659793814
"5848",5848,"Krt36","KRT36",NA,753,7.76288659793814
"6838",6838,"Gm428","MSANTD5",NA,753,7.76288659793814
"7282",7282,"Zfp59","ZNF780A",NA,753,7.76288659793814
"7401",7401,"Mtf2","MTF2",NA,753,7.76288659793814
"7467",7467,"Erlin1","ERLIN1",NA,753,7.76288659793814
"7522",7522,"Jmjd6","JMJD6",NA,753,7.76288659793814
"7553",7553,"Mettl23","METTL23",NA,753,7.76288659793814
"7646",7646,"Usp12","USP12",NA,753,7.76288659793814
"7737",7737,"Zfp263","ZNF263",NA,753,7.76288659793814
"7975",7975,"Tmem204","TMEM204",NA,753,7.76288659793814
"8042",8042,"Tmem11","TMEM11",NA,753,7.76288659793814
"8164",8164,"Clk3","CLK3",NA,753,7.76288659793814
"8478",8478,"Setd7","SETD7",NA,753,7.76288659793814
"9356",9356,"Cldn34d","CLDN34",NA,753,7.76288659793814
"9437",9437,"Mthfd1l","MTHFD1L",NA,753,7.76288659793814
"9844",9844,"Olfr869","OR7E24",NA,753,7.76288659793814
"9850",9850,"Acox3","ACOX3",NA,753,7.76288659793814
"9883",9883,"Olfr18","",NA,753,7.76288659793814
"10772",10772,"Atp13a5","ATP13A5",NA,753,7.76288659793814
"10935",10935,"Krt71","KRT71",NA,753,7.76288659793814
"11085",11085,"Tas2r131","TAS2R42",NA,753,7.76288659793814
"11152",11152,"Capn12","CAPN12",NA,753,7.76288659793814
"11307",11307,"Lyve1","LYVE1",NA,753,7.76288659793814
"11633",11633,"Ankrd31","ANKRD31",NA,753,7.76288659793814
"11980",11980,"Cdca4","CDCA4",NA,753,7.76288659793814
"12183",12183,"Il25","IL25",NA,753,7.76288659793814
"12218",12218,"Olfr121","",NA,753,7.76288659793814
"13462",13462,"Vmn1r32","VN1R5",NA,753,7.76288659793814
"14075",14075,"Adcy4","ADCY4",NA,753,7.76288659793814
"14076",14076,"Ccdc115","CCDC115",NA,753,7.76288659793814
"14078",14078,"Gbx2","GBX2",NA,753,7.76288659793814
"14216",14216,"Pik3c2b","PIK3C2B",NA,753,7.76288659793814
"14677",14677,"Klhl38","KLHL38",NA,753,7.76288659793814
"15152",15152,"Lman2l","LMAN2L",NA,753,7.76288659793814
"15885",15885,"Krtap10-4","KRTAP4-5",NA,753,7.76288659793814
"15886",15886,"Krtap10-4","KRTAP10-4",NA,753,7.76288659793814
"15887",15887,"Krtap10-4","KRTAP10-11",NA,753,7.76288659793814
"15888",15888,"Krtap10-4","KRTAP9-1",NA,753,7.76288659793814
"15889",15889,"Krtap10-4","KRTAP10-6",NA,753,7.76288659793814
"15890",15890,"Krtap10-4","KRTAP10-9",NA,753,7.76288659793814
"15938",15938,"Zfp260","ZNF260",NA,753,7.76288659793814
"16685",16685,"Pramel13","PRAMEF20",NA,753,7.76288659793814
"16686",16686,"Pramel13","PRAMEF10",NA,753,7.76288659793814
"16687",16687,"Pramel13","PRAMEF12",NA,753,7.76288659793814
"16688",16688,"Pramel13","PRAMEF26",NA,753,7.76288659793814
"16689",16689,"Pramel13","PRAMEF18",NA,753,7.76288659793814
"16690",16690,"Pramel13","PRAMEF14",NA,753,7.76288659793814
"16691",16691,"Pramel13","PRAMEF9",NA,753,7.76288659793814
"16692",16692,"Pramel13","PRAMEF1",NA,753,7.76288659793814
"16693",16693,"Pramel13","PRAMEF4",NA,753,7.76288659793814
"16694",16694,"Pramel13","PRAMEF33",NA,753,7.76288659793814
"16695",16695,"Pramel13","PRAMEF17",NA,753,7.76288659793814
"16696",16696,"Pramel13","PRAMEF15",NA,753,7.76288659793814
"16697",16697,"Pramel13","PRAMEF25",NA,753,7.76288659793814
"16698",16698,"Pramel13","PRAMEF6",NA,753,7.76288659793814
"16699",16699,"Pramel13","PRAMEF13",NA,753,7.76288659793814
"16700",16700,"Pramel13","PRAMEF2",NA,753,7.76288659793814
"16701",16701,"Pramel13","PRAMEF27",NA,753,7.76288659793814
"16702",16702,"Pramel13","PRAMEF5",NA,753,7.76288659793814
"16703",16703,"Pramel13","PRAMEF11",NA,753,7.76288659793814
"16704",16704,"Pramel13","PRAMEF8",NA,753,7.76288659793814
"16705",16705,"Pramel13","PRAMEF19",NA,753,7.76288659793814
"16706",16706,"Pramel13","PRAMEF7",NA,753,7.76288659793814
"16714",16714,"Mvd","MVD",NA,753,7.76288659793814
"16890",16890,"Cldn11","CLDN11",NA,753,7.76288659793814
"17268",17268,"Lce3d","",NA,753,7.76288659793814
"17539",17539,"Nlgn2","NLGN2",NA,753,7.76288659793814
"18595",18595,"Ube2j1","UBE2J1",NA,753,7.76288659793814
"19017",19017,"Atraid","ATRAID",NA,753,7.76288659793814
"298",298,"Brms1","BRMS1",NA,752,7.75257731958763
"1003",1003,"Usf3","USF3",NA,752,7.75257731958763
"1099",1099,"Tinag","TINAG",NA,752,7.75257731958763
"2545",2545,"Miga1","MIGA1",NA,752,7.75257731958763
"2835",2835,"Fbxo16","FBXO16",NA,752,7.75257731958763
"2906",2906,"Ttc23l","TTC23L",NA,752,7.75257731958763
"4434",4434,"Cep76","CEP76",NA,752,7.75257731958763
"4572",4572,"Slc25a3","SLC25A3",NA,752,7.75257731958763
"4651",4651,"Ppil6","PPIL6",NA,752,7.75257731958763
"4858",4858,"Slc25a13","SLC25A13",NA,752,7.75257731958763
"5486",5486,"Defa20","DEFA5",NA,752,7.75257731958763
"5487",5487,"Defa20","DEFA6",NA,752,7.75257731958763
"5488",5488,"Defa20","DEFA1",NA,752,7.75257731958763
"5489",5489,"Defa20","DEFA4",NA,752,7.75257731958763
"5490",5490,"Defa20","DEFA1B",NA,752,7.75257731958763
"5491",5491,"Defa20","DEFA3",NA,752,7.75257731958763
"5736",5736,"Defb15","DEFB127",NA,752,7.75257731958763
"5737",5737,"Defb15","DEFB121",NA,752,7.75257731958763
"5738",5738,"Defb15","DEFB104B",NA,752,7.75257731958763
"5739",5739,"Defb15","DEFB104A",NA,752,7.75257731958763
"5740",5740,"Defb15","DEFB134",NA,752,7.75257731958763
"5741",5741,"Defb15","DEFB132",NA,752,7.75257731958763
"5742",5742,"Defb15","DEFB108B",NA,752,7.75257731958763
"7174",7174,"H2-Q1","HLA-E",NA,752,7.75257731958763
"7922",7922,"Piwil4","PIWIL4",NA,752,7.75257731958763
"8008",8008,"Map3k6","MAP3K6",NA,752,7.75257731958763
"8128",8128,"Mill2","MICA",NA,752,7.75257731958763
"8129",8129,"Mill2","MICB",NA,752,7.75257731958763
"8352",8352,"Foxa3","FOXA3",NA,752,7.75257731958763
"8707",8707,"Pan3","PAN3",NA,752,7.75257731958763
"9259",9259,"Vps13a","VPS13A",NA,752,7.75257731958763
"9352",9352,"Fkbp14","FKBP14",NA,752,7.75257731958763
"9657",9657,"Clec2e","CLEC2D",NA,752,7.75257731958763
"11177",11177,"Olfr1383","OR2Y1",NA,752,7.75257731958763
"12188",12188,"Cstdc6","CSTA",NA,752,7.75257731958763
"13030",13030,"Olfr1360","OR2B2",NA,752,7.75257731958763
"13234",13234,"Slc9a7","SLC9A7",NA,752,7.75257731958763
"13394",13394,"Lime1","",NA,752,7.75257731958763
"13395",13395,"Lime1","LIME1",NA,752,7.75257731958763
"13410",13410,"Prdm5","PRDM5",NA,752,7.75257731958763
"13503",13503,"Cdc42ep5","CDC42EP5",NA,752,7.75257731958763
"13795",13795,"Cyp20a1","CYP20A1",NA,752,7.75257731958763
"13894",13894,"Sos1","SOS1",NA,752,7.75257731958763
"14635",14635,"Ddx49","DDX49",NA,752,7.75257731958763
"15177",15177,"Gps1","GPS1",NA,752,7.75257731958763
"15294",15294,"Snrpd3","SNRPD3",NA,752,7.75257731958763
"15295",15295,"Snrpd3","",NA,752,7.75257731958763
"16803",16803,"Tmem88","TMEM88",NA,752,7.75257731958763
"17260",17260,"2310050C09Rik","C1orf68",NA,752,7.75257731958763
"18007",18007,"Tbxa2r","TBXA2R",NA,752,7.75257731958763
"18570",18570,"Lyn","LYN",NA,752,7.75257731958763
"18885",18885,"Zfp324","ZNF324",NA,752,7.75257731958763
"18886",18886,"Zfp324","ZNF324B",NA,752,7.75257731958763
"19236",19236,"Wfdc13","WFDC13",NA,752,7.75257731958763
"19919",19919,"Sec61b","",NA,752,7.75257731958763
"20628",20628,"Armc7","ARMC7",NA,752,7.75257731958763
"21067",21067,"Lcn11","",NA,752,7.75257731958763
"21362",21362,"Bnip3","BNIP3",NA,752,7.75257731958763
"21634",21634,"Naa20","NAA20",NA,752,7.75257731958763
"396",396,"Sf3b2","SF3B2",NA,751,7.74226804123711
"1155",1155,"Hcfc1r1","HCFC1R1",NA,751,7.74226804123711
"1413",1413,"Vstm2b","VSTM2B",NA,751,7.74226804123711
"1590",1590,"Zfp788","",NA,751,7.74226804123711
"2384",2384,"Ccnf","CCNF",NA,751,7.74226804123711
"3111",3111,"Tufm","TUFM",NA,751,7.74226804123711
"4495",4495,"Psmg2","PSMG2",NA,751,7.74226804123711
"6020",6020,"Glmn","GLMN",NA,751,7.74226804123711
"6607",6607,"Nr1h2","NR1H2",NA,751,7.74226804123711
"7036",7036,"Sntn","SNTN",NA,751,7.74226804123711
"7076",7076,"Ccdc93","CCDC93",NA,751,7.74226804123711
"8099",8099,"Galr1","GALR1",NA,751,7.74226804123711
"8106",8106,"Msl3l2","",NA,751,7.74226804123711
"8276",8276,"Hephl1","HEPHL1",NA,751,7.74226804123711
"9532",9532,"C130074G19Rik","C1orf115",NA,751,7.74226804123711
"9618",9618,"Olfr221","OR5AU1",NA,751,7.74226804123711
"9637",9637,"Gtpbp6","GTPBP6",NA,751,7.74226804123711
"9640",9640,"Pan2","PAN2",NA,751,7.74226804123711
"10472",10472,"Cpped1","CPPED1",NA,751,7.74226804123711
"11431",11431,"Dapp1","DAPP1",NA,751,7.74226804123711
"11715",11715,"Zglp1","ZGLP1",NA,751,7.74226804123711
"11906",11906,"Ssh3","SSH3",NA,751,7.74226804123711
"12688",12688,"Slc35e1","SLC35E1",NA,751,7.74226804123711
"12716",12716,"Sez6l","SEZ6L",NA,751,7.74226804123711
"12958",12958,"Awat1","AWAT1",NA,751,7.74226804123711
"13035",13035,"H2bc14","H2BC5",NA,751,7.74226804123711
"13222",13222,"Sap18b","SAP18",NA,751,7.74226804123711
"13345",13345,"Chadl","CHADL",NA,751,7.74226804123711
"14241",14241,"Cd28","CD28",NA,751,7.74226804123711
"14745",14745,"Ramp1","RAMP1",NA,751,7.74226804123711
"15582",15582,"Pcnt","PCNT",NA,751,7.74226804123711
"16133",16133,"Emc8","EMC8",NA,751,7.74226804123711
"16464",16464,"Nfe2l2","NFE2L2",NA,751,7.74226804123711
"16683",16683,"Il17c","IL17C",NA,751,7.74226804123711
"17215",17215,"Mitd1","MITD1",NA,751,7.74226804123711
"17566",17566,"Pgap6","PGAP6",NA,751,7.74226804123711
"17967",17967,"Lhx1","LHX1",NA,751,7.74226804123711
"18798",18798,"Tatdn2","",NA,751,7.74226804123711
"18799",18799,"Tatdn2","TATDN2",NA,751,7.74226804123711
"19308",19308,"Ehmt1","EHMT1",NA,751,7.74226804123711
"19541",19541,"Dusp19","DUSP19",NA,751,7.74226804123711
"19810",19810,"Amz2","AMZ2",NA,751,7.74226804123711
"20330",20330,"Scgb1b27","",NA,751,7.74226804123711
"20331",20331,"Scgb1b30","",NA,751,7.74226804123711
"20727",20727,"Olfr600","",NA,751,7.74226804123711
"20759",20759,"Cox8b","COX8C",NA,751,7.74226804123711
"20774",20774,"Nlrp6","NLRP6",NA,751,7.74226804123711
"20781",20781,"Hus1","HUS1",NA,751,7.74226804123711
"21438",21438,"Zfp773","",NA,751,7.74226804123711
"1481",1481,"Elob","",NA,750,7.7319587628866
"1789",1789,"Tbc1d9","TBC1D9",NA,750,7.7319587628866
"2406",2406,"Dnajb1","DNAJB1",NA,750,7.7319587628866
"2489",2489,"Tfb2m","TFB2M",NA,750,7.7319587628866
"2674",2674,"Zfp971","",NA,750,7.7319587628866
"2772",2772,"Vsig10l","VSIG10L",NA,750,7.7319587628866
"3021",3021,"Oc90","OC90",NA,750,7.7319587628866
"3022",3022,"Oc90","",NA,750,7.7319587628866
"3591",3591,"Cdk1","CDK1",NA,750,7.7319587628866
"4215",4215,"Impg2","IMPG2",NA,750,7.7319587628866
"5563",5563,"Vmn2r120","",NA,750,7.7319587628866
"6433",6433,"Camk2d","",NA,750,7.7319587628866
"6784",6784,"4933411K16Rik","C10orf62",NA,750,7.7319587628866
"7030",7030,"Cnih3","CNIH3",NA,750,7.7319587628866
"7501",7501,"Fam76b","FAM76B",NA,750,7.7319587628866
"7856",7856,"Kcnv1","KCNV1",NA,750,7.7319587628866
"8462",8462,"Sympk","SYMPK",NA,750,7.7319587628866
"8821",8821,"Dynlt1b","DYNLT1",NA,750,7.7319587628866
"9294",9294,"Vmn2r9","",NA,750,7.7319587628866
"9493",9493,"Cyp17a1","CYP17A1",NA,750,7.7319587628866
"10260",10260,"AF067063","",NA,750,7.7319587628866
"10279",10279,"Catsper4","CATSPER4",NA,750,7.7319587628866
"10684",10684,"Nhlh2","NHLH2",NA,750,7.7319587628866
"11068",11068,"Ccdc102a","CCDC102A",NA,750,7.7319587628866
"11181",11181,"Mrpl32","MRPL32",NA,750,7.7319587628866
"11494",11494,"Smco1","SMCO1",NA,750,7.7319587628866
"12018",12018,"Ddx6","DDX6",NA,750,7.7319587628866
"13572",13572,"Tmprss13","TMPRSS13",NA,750,7.7319587628866
"14071",14071,"Ltb4r2","LTB4R2",NA,750,7.7319587628866
"17123",17123,"Midn","MIDN",NA,750,7.7319587628866
"17228",17228,"Lce6a","",NA,750,7.7319587628866
"18266",18266,"Ndufs2","NDUFS2",NA,750,7.7319587628866
"18282",18282,"Gngt1","GNGT1",NA,750,7.7319587628866
"18959",18959,"Pla2g3","PLA2G3",NA,750,7.7319587628866
"19351",19351,"Tmem33","TMEM33",NA,750,7.7319587628866
"19415",19415,"Cd22","CD22",NA,750,7.7319587628866
"19467",19467,"Mrps5","MRPS5",NA,750,7.7319587628866
"20262",20262,"Siglech","SIGLEC6",NA,750,7.7319587628866
"20263",20263,"Siglech","CD33",NA,750,7.7319587628866
"20418",20418,"Il18bp","IL18BP",NA,750,7.7319587628866
"20656",20656,"Clic3","CLIC3",NA,750,7.7319587628866
"20969",20969,"Btbd18","BTBD18",NA,750,7.7319587628866
"21208",21208,"Cbln4","CBLN4",NA,750,7.7319587628866
"21426",21426,"Epop","EPOP",NA,750,7.7319587628866
"21843",21843,"Fam83c","FAM83C",NA,750,7.7319587628866
"631",631,"Jdp2","JDP2",NA,749,7.72164948453608
"667",667,"Zfp42","ZFP42",NA,749,7.72164948453608
"2963",2963,"Mup19","",NA,749,7.72164948453608
"3319",3319,"Layn","LAYN",NA,749,7.72164948453608
"3459",3459,"Pus3","PUS3",NA,749,7.72164948453608
"3753",3753,"Prorsd1","",NA,749,7.72164948453608
"3947",3947,"Lonp1","LONP1",NA,749,7.72164948453608
"4469",4469,"Tm2d3","TM2D3",NA,749,7.72164948453608
"4606",4606,"Ehd4","EHD4",NA,749,7.72164948453608
"4939",4939,"Ddx19b","",NA,749,7.72164948453608
"4940",4940,"Ddx19b","DDX19B",NA,749,7.72164948453608
"4991",4991,"Rhobtb3","RHOBTB3",NA,749,7.72164948453608
"5071",5071,"Kcnk13","KCNK13",NA,749,7.72164948453608
"5997",5997,"Xkr9","XKR9",NA,749,7.72164948453608
"6163",6163,"Slc16a14","SLC16A14",NA,749,7.72164948453608
"6261",6261,"Pold1","POLD1",NA,749,7.72164948453608
"6466",6466,"Med21","MED21",NA,749,7.72164948453608
"6472",6472,"Ap2s1","AP2S1",NA,749,7.72164948453608
"6836",6836,"Gm11236","MSANTD5",NA,749,7.72164948453608
"8010",8010,"H2-Q10","HLA-E",NA,749,7.72164948453608
"8047",8047,"Natd1","NATD1",NA,749,7.72164948453608
"8258",8258,"Smim4","SMIM4",NA,749,7.72164948453608
"8559",8559,"Pttg1","PTTG2",NA,749,7.72164948453608
"8560",8560,"Pttg1","PTTG1",NA,749,7.72164948453608
"8737",8737,"Cpb2","CPB2",NA,749,7.72164948453608
"9625",9625,"Bbs10","BBS10",NA,749,7.72164948453608
"10517",10517,"Stub1","STUB1",NA,749,7.72164948453608
"11197",11197,"Psma2","PSMA2",NA,749,7.72164948453608
"11198",11198,"Psma2","",NA,749,7.72164948453608
"11879",11879,"Mrps22","MRPS22",NA,749,7.72164948453608
"11913",11913,"Srsf10","SRSF10",NA,749,7.72164948453608
"12246",12246,"Cts8","",NA,749,7.72164948453608
"12519",12519,"Zfhx2","ZFHX2",NA,749,7.72164948453608
"12659",12659,"Med12l","MED12L",NA,749,7.72164948453608
"12812",12812,"Hoxc10","HOXC10",NA,749,7.72164948453608
"12906",12906,"F13a1","F13A1",NA,749,7.72164948453608
"13225",13225,"Slc38a7","SLC38A7",NA,749,7.72164948453608
"14524",14524,"AU022252","C1orf50",NA,749,7.72164948453608
"14906",14906,"Gm3317","",NA,749,7.72164948453608
"15694",15694,"Rasl12","RASL12",NA,749,7.72164948453608
"15949",15949,"Cfap410","CFAP410",NA,749,7.72164948453608
"16013",16013,"Wdr86","WDR86",NA,749,7.72164948453608
"17090",17090,"Rhou","RHOU",NA,749,7.72164948453608
"18882",18882,"Kcnk15","KCNK15",NA,749,7.72164948453608
"19198",19198,"Gp2","GP2",NA,749,7.72164948453608
"19685",19685,"Tspoap1","TSPOAP1",NA,749,7.72164948453608
"20057",20057,"Emid1","EMID1",NA,749,7.72164948453608
"20488",20488,"Pepd","PEPD",NA,749,7.72164948453608
"314",314,"Wdr20","",NA,748,7.71134020618557
"1513",1513,"Olfr313","",NA,748,7.71134020618557
"1828",1828,"Plxdc1","PLXDC1",NA,748,7.71134020618557
"2937",2937,"Proz","PROZ",NA,748,7.71134020618557
"3709",3709,"Mepe","MEPE",NA,748,7.71134020618557
"4264",4264,"Cyp26a1","CYP26A1",NA,748,7.71134020618557
"4387",4387,"Hydin","HYDIN",NA,748,7.71134020618557
"4523",4523,"Btbd35f4","",NA,748,7.71134020618557
"4721",4721,"Fhdc1","FHDC1",NA,748,7.71134020618557
"5099",5099,"Krt23","KRT23",NA,748,7.71134020618557
"6013",6013,"Blnk","BLNK",NA,748,7.71134020618557
"6735",6735,"L3hypdh","L3HYPDH",NA,748,7.71134020618557
"7307",7307,"Plekhg6","PLEKHG6",NA,748,7.71134020618557
"7382",7382,"Kirrel","KIRREL1",NA,748,7.71134020618557
"8144",8144,"Zfp868","ZNF101",NA,748,7.71134020618557
